Rating,Title,Comment
1,Please do us all a favour and shut this airline down!.,"Air Asia is expanding too fast to take control of the people who work for that airline. I totally agree when Air Asia customers say that Tony Fernandes (CEO) should take care more about his stuff members than expanding more and more. Actually you should shut down this airline!!! <br />I booked a flight from Kuala Lumpur to Auckland for 2 persons + sports equipment. On the check-in counter they refused me to go on that flight, as they considered my PASSPORT as damaged. My PASSPORT detail page has a torn on the top page which is not too big. <br />It is still intakt, no photo damage, no detail damage, you are able to scan...<br />But the stuff on the check-in counter from Air Asia has been really naughty, she send me to the Service Counter. At the Service Counter the stuff member were all overchallenged as other people were standing there to complain. All the stuff members just could say &quot;you cannot fly, your PASSPORT is consider damage&quot;! Thats all? Are you kidding me? <br />They were sending me to one manager at another counter and i was talking to him. I have been telling all of them that since i travel i never had any issues. But this manager didnt care and said the same like the others with a really rude attitude. They dont give any other explanations, they just dont care and they treat you so bad! They way how the manager and stuff member talk to you is super rude and naughty!!! <br />As Air Asia is a low fare Airline i think they dont give a #### how to treat people. How is this even acceptable??? Why do they treat customers in the way they do? What gives them the right? For me, its all out of reason. <br />They way they treat you makes you angry, aggressive and you are in the situation to fight because of their manner/attitude.<br /><br />I have been traveling to Australia, Malaysia, Thailand, Myanmar, India, Nepal and back to Malaysia without any problems with my PASSPORT and the torn on the detail page. No one of the Customs or even Immigration of each country has mentioned anything about it. Plus...In my opinion, the Immigration or Customs could easily let you know if your PASSPORT is considered as damage. <br />What do you do with your PASSPORT? You hand it over every single time you enter a country. The people on the Immigration have a close look on it, scan your PASSPORT and flip through. Also in hotels your PASSPORT get used for scanning. Of course if you travel a lot, your PASSPORT get wear and tear. So you should actually get a notice from the Airline or from the Immigration that your PASSPORT has a torn. BUT NOT A REFUSE to get on the flight. Why do they refuse you? Because they are afraid to pay a fine when it comes to the Immigration in the other country. <br />Of course they dont want to pay a fine, Air Asia just want to soak up your money because you dont get a refund back, its your ####ing problem of the PASSPORT. Seriously?<br /><br />After some research i have found out there are existing more bad reviews than good ones. <br />NEVER EVER AGAIN! <br />I do like to travel budget but there is no reason to treat customers like that. Surely in future, i will pay more for my flights but have an EXCELLENT SERVICE."
2,A slight hiccup with your booking lead to downward spiral of ridiculousness,"The most recent bad experience I had with this company is booking my ticket for KUL-KIX. Initially, I booked the Premium Flatbed with promo price. Some weeks later I received email regarding the flight reschedule and asked me to choose either re-schedule to another date or receive credit shell. I submitted form to INQUIRE about the credit shell and then I ended up having my booking canceled and refunded in credit voucher form. I submitted another form to get the booking reinstated but then I lost my Premium Flatbed. I requested back and forth to have it reinstated back to the original service class but they insisted on saying flatbed seats are limited and not available. Till now I still struggling on claiming back the service class that I originally paid for while my travel date is nearing. If they don&#39;t resolve this issue, I have to pay extra for the luggage allowance and meal. I felt cheated and scammed. You can only live chat over the web with their customer service reps and most of the time they will end up telling you to submit eForm which feuling your vicious cycle of despair."
1,Horrible customer treatment!,"The worst airline ever. Their services are very unclear and confusing, you can&#39;t get corect and reliable info easily. Their customer support is HORRIBLE,  i tried contacting them several times on live chat (waiting times always 1+ hr) but it would always cut me off before i got my turn. I tried calling several tines too and when i finally got an agent on the phone, not only did he barely speak english, he seemed very stupid and didn&#39;t help me at all in the 20 minutes i was on the line trying to explain my problem. Not worth the trouble!"
1,Cancelled flight then rescheduled 2nd,1st flight I booked got cancelled 2nd got re scheduled from 13:35 to 18:00 .... Absolute joke of a airline will never choose them again. My flight with a cheaper airline that was 3 times cheaper was better service than Air Asia.   Avoid if you do not enjoy hassle.
5,There are very good and usually ver cheap,I lived during 2 years in Singapore and I was using Air Asia many times when travelling to the neighboor countries during weekends. <br /><br />They have many flight and many routes and you can get very good rates if you book in advance.
1,Check in system is total SUCKS!,"Check in system is total SUCKS! I booked for me and my son, after self checked in, we had different seat number. My son is 9. On board i asked if i can have a seat with my son. But flight attendant cannot find 2 seat which can trade with ours so i can sit with my son. <br />Self Check in are really sucks. Doesnt make any sense if you book a flight for 2 sets then got different seat after check in using self check in. FIX THAT! Fight number QZ7557 (jogja-jakarta)"
1,Budget doesn&#39;t have to mean poor customer service,"I am sure your company has heard of the term &quot;time is money.&quot; I do not know about your business practice but MY TIME is incredibly valuable. Such lack of respect for my time and that of the other passengers in EVERY SINGLE flight I was on is beyond words. Not a single flight of the 5 I took with your airline was on time, at the contrary, every one of these was severely delayed. <br /><br />And seriously, you are so cheap you cannot even offer free water to your customers? <br /><br />Lastly,  you have this &quot;duty free shopping&quot; inflghtt option, only to see all of the carts nearly empty. Every single item I was after was not available and had not been available for a very long time according to your air hostess.<br /><br />Airlines have become so disgustingly greedy. They forget WHO they serve. WHY they exist. If it weren&#39;t for customers, they would not be in business."
2,It is low cost - you get low cost!,"The airline that gets Asia moving. Truly low cost. Expect large queues, unfriendly staff, enormous flight delays, and no customer service whatsoever. If your budget allows alternatives, use them. Many much better low cost carriers are operating in the region. On the other hand, the website and booking process is seamless and top user friendly."
1,Avoid if you can and dont buy their travel insurance if you travel,"Our flight took off basically before we bought our tickets (3h earlier from the scheduled time). How can this even be possible? If you are about to take off-stop selling the tickets!!! Even though we had provided all necessary contact information, such as, emails, local mobile number, we&#39;ve got to know about this early departure after our arrival to the airport. That&#39;s insane!<br />They&#39;ve of course replaced our tickets, but it was to the next days flight.  Even though tickets were at least twice cheaper, difference was not covered. We had to stay in a dirty overpriced hotel to overnight instead of staying in a nice with an ocean view hotel booked for the same night for the same price in another island. It ruined our vacation plans. <br />For the hotel we had to pay by ourselves and lucky we that we could afford that. Since there was another guy whom we meet on hour way. He had to sleep in the airport as he couldn&#39;t afford paying for two hotels a night.<br />Together with flight tickets we bought their &quot;Tune Protect Travel Insurance by Airasia&quot; which suppose to represent us in situation like this and to cover our expenses. However expenses are not covered yet. <br />So it doesn&#39;t represent us, but it does represent Airasia."
1,FRAUD !!!!!,"I have traveled quite a lot with Air Asia, THIS time though, we ordered on a wrong date, we went to Air Asia in Yangoon Airport to book new tickets and ask about the old ones, Air Asia specificly told us that we could get a 100% refund on Luggage, and Airport Tax, but we had to apply on the homepage.<br />That we thought was on, at that point, 4 times 25$ Tax + 68$ Luggage<br />We went to the homepage, and found out that there were NO contact E-mail to be found ANYWHERE........<br />But there were a form to fill out, we checked that we meet all the criterias, But EVERYTIME we applied for the 165$ we got an automated (none replyable) mail saying we did NOT meet the criterias, <br />We applied 4 times with same result, and as theres no office for Air Asia in Denmark, looks like we have no way of getting our money back.... I think this is the worst service EVER !!!! Totally FRAUD !!!"
5,Really rate this airline,I am based in South East Asia and rely on this great low cost airline to get me around .Great staff and i have never had any issues with delays .Happy to be a Big Shot! Loyalty programme could have more to offer but the prices are low and the quality high so cant complain.
1,Delay upon delay upon delay,"I had a horrible experience travelling from manila to Puerto Princesa and back, flying with AirAsia. Both ways were delayed over 2 hours, which meant that I almost did not make my connecting flight in Manila, flying from Puerto Princesa. The staff are simply unprofessional, they do not give any information of the delay before the estimated departure time has passed (which prevents you from purchasing a new ticket from another Company). Instead they spend their time in the check in area, i counted 21 people behind 2  desk doing absolutely NOTHING. <br /><br />DO NOT BUY A TICKET FROM THEM, I PROMISE YOU, YOU WILL REGRET IT"
1,Worst costumer service ever...,They just leave the chat when I ask a question... Haven&#39;t got a respond on my email even though it has been two months now and I even got an email back saying they&#39;ve received my request.... No answer at all... NEVER again...
5,Super service - Twice,"1. Air Asia changed the flight time for our flight from morning till afternoon. We needed to arrive in the morning.<br />After 5 minutes chat our flight time where changed to the evening before. It cost us one night at hotel, but that&#39;s OK. We will be in time for our trip.<br /><br />2. I bought a ticket to Air Asia from another company, but The ticket never got visible at Air Asia&#39;s homepage in the member section, and it wasn&#39;t possible to modify the ticket for one of the travelers.<br />An e-mail to Air Asia and 3 days later. The booking was mapped to my member ID and my e-mail, and I was able to modify the booking for the traveler.<br /><br />It can&#39;t be better<br /><br />Thank you for your kind help<br /><br />In the future, I&#39;ll make sure to buy my ticket directly from Air Asia"
1,Shocking,"Website is a mess doesn&#39;t work, add ons i didn&#39;t ask for &amp; couldn&#39;t remove.  I gave up what a useless website."
3,Just an okay budget airline,"Price wise they&#39;re quite cheap compared to the other airlines. Have experienced quite a few delays. The flight attendants are... okay... not super professional but acceptable. The planes are nice, the food is okay. Would fly with them again but i prefer Garuda."
1,Unprofessional check in tactics by AirAsia,I arrived in KLIA terminal two for a check in at AirAsia domestic flight.<br /><br />There was only 7 passengers in front of me and I was over 120 minutes before departure time.<br /><br />It took the check in desk more than 70 minutes to process the 7 passenger and I was told I was too late for my flight.<br /><br />I had no check in luggage.<br /><br />I was made to pay a penalty to transfer to a later flight and upon entering the departure lounge the initial flight I was supposed to take was delayed by over 1 hour!<br /><br />I wrote to AirAsia customer service to express the injustice that AirAsia can actually profited from imposing penalty on passengers who arrive to the check desk in good time and cannot be checked in due to AirAsia&#39;s incompetency of having just one check in desk for multiple flight (which is a wholly unethical win-win arrangement for AirAsia).<br /><br />I then received a generic really by AirAsia indicating that all passengers are required to check in 2 hours before flight time. <br /><br />Am I expected to arrive to the check in desk and start a scene then?<br /><br />This is a business trip for me and the potential loss of my business trading as well as the lack of professional etiquette of AirAsia is enough to persuade never to use them again.<br /><br />Please do not use AirAsia. The only way they will learn decent customer care is via loss of earning. They do not pay attention to feedbacks and from this trust pilot I learnt I am not the only victim.
1,Incredibly BAD,"They cancelled our flight 3 hours before it was due to depart and rescheduled it for 16 hours later. We had to spend the day and night at the airport and the airline refused to provide accommodation. Worst part is trying to contact the customer service for compensation has been a nightmare. They just refuse to reply. I waited 2 hours in a queue on their live chat, but when I got to number 1 in the queue, it failed to progress. My guess is the live chat doesn&#39;t even work.<br /><br />This isn&#39;t a one off incident, you only have to look at the departure boards at the airports to see delays and cancellations are regular occurrences at this airport. BE WARNED, IF ANYTHING GOES WRONG, YOU WILL NOT GET YOUR MONEY BACK!"
4,Strong 4 stars,"It has been happend I am travaling around 1 year all over Asia region. Of course I use Airasia. It is cheap, fast and affordable almost for everyone. Of course it is not a business class, but you pay more less than in other air agents. I am pretty high man and some times I feel uncomfortable in chairs because of little spaces for my legs. But the main plus is the price. It is cheap and almost every time I could buy tickets it is always free seats there. Of course if I fly on a long trip like more than flying 4-5 hours  i will chose more comfortable company, but if my flight is round 2-3 hours i definitely choose airasia. Thanks guys for affordable prices."
1,Would rather leave you stranded,"This is a company that 100% does not care about the customer.<br /><br />Flying from Hong Kong to Sydney via Kuala Lumpur I had a short changeover. I tried to get them to put my bags through, this could not be done because they were technically separate bookings, somewhat understandable but really not that hard to work around, even if they charge a fee.<br /><br />The flight was delayed, not long, only about 20 minutes, but enough to make me miss my next flight as I had to go through immigration, a painfully slow AirAsia special baggage claim and customs.<br /><br />I asked 2 different AirAsia people in the baggage area to please notify upstairs that I&#39;m on my way and will be there very soon. They didn&#39;t, didn&#39;t really want to. (By the way, this is a pretty normal request, not way far out).<br /><br />I got to the desk about 45 minutes before departure, right when the cut off time is, but it had already been closed.<br /><br />The people were amazingly unhelpful telling me to go to about 4 different desks then finally I got to talk to someone. I was told that I had to page 435 Australian dollars or 330 USD (which is about 80USD more than the whole original booking) to get on the next night. Despite it being their delay and slow staff that stopped me getting onto another AirAsia flight.<br /><br />When I told the &quot;customer service&quot; man about how that is ridiculous he was crying that I booked through another website that is really screwing over AirAsia so I don&#39;t get any benefit like that. I&#39;m sorry, you&#39;re more than happy for these companies to sell tickets on your behalf, if you aren&#39;t, DON&#39;T SELL THROUGH THEM, or if you aren&#39;t happy with the price you get from them, DON&#39;T ALLOW THEM TO SELL THEM CHEAPLY. Don&#39;t just take the money and then cry victim to the customer when you can&#39;t actually deliver your service.<br /><br />Any half decent airline would try to work to get me somewhere to stay and some food vouchers, AirAsia had no interest in either simply because the money they got from me wasn&#39;t booked through their bad website (and it is bad, I couldn&#39;t fix my booking through them at all as they didn&#39;t have it). The &quot;customer service&quot; person was not even willing to help me find a hotel beyond it&#39;s down the road 5 minutes and had no idea about the airport he worked in, unsure where lockers were or where I could put bags away.<br /><br />And they flight they should&#39;ve just put me on for free was half empty too, it&#39;s not like I was taking up space, they just wanted to charge me because they couldn&#39;t get me to where my ticket said the first time.<br /><br />Pathetic customer service, pathetic company. They would honestly rather leave me stranded if it meant they couldn&#39;t take advantage of me in a situation that they put me in. I asked the man if he could waive the fees but apparently the computer wouldn&#39;t allow that. What kind of company doesn&#39;t give any control to the people on the ground dealing with the customers? Not a customer service one, that&#39;s for sure.<br /><br />AirAsia got $435 more out of me but they&#39;ll lose more from me alone as I&#39;ll never fly with them ever again, nor will my family and I will happily warn anyone who mentions flying to Asia about this company, it would be mean for me not to."
1,Unbelievable lack of sympathy,"We were on holiday in Thailand when my wife was called to say her mother had died.  I needed us all back quickly to get to the funeral and had to abandon the holiday.  My wife and daughter had flown with AirAsia through Singapore.  I had to completely book new tickets as they would only allow me to &#39;make a claim&#39; for a refund on passionate grounds and not simply change the return dates (which should have been quite simple).  I have tried to seek the refund for almost a year now, after providing death certificates, and other evidence.  Despite having submitted emails and documents at least a dozen times I keep getting the same answer - no record of the claim and please file again with a weblink that does not exist.  Very tricky!  Make you try and file a claim with a dead link!  <br /><br />Fed up with their customer service - pathetic.  Will never use them again."
2,Cheap - and not only in the good way,"One have to acknowledge that Airasia flights are in many cases quite cheap. <br />But  the sales tricks are equally cheap and nasty - so when you first see a price expect to add 50-100% on top. Not only for seats, luggage, food. They also try to trick you into buying an issurance (which most travellers already have anyway). <br />But worst of all: when are to check out an USD 12 fee is added for you to pay for the ticket with you credit card. And if you are not Malaysian, you have no other way to pay (discriminatory?). I.e. USD 12 on top of a 30-50USD ticket! And it is not per order, which was perhaps understandable, however 4 tickets would be 48 USD. <br />So it can easily be more than 25% just to pay your ticket :-("
1,"Poor, slow and outdated","Out of all lowcosters I experienced, Airasia deserves the worst feedback. The only good thing is relatively clean and fresh jets. The rest is horrible: service is slow and stupid, we were served food 3 hrs after take-off!!! And it was a night flight.. <br />They don&#39;t event have a clue of how to organise the food ordering properly, flight attendants work individually with each passenger to take an order, accept payment, bring the change, put it on the list, etc. etc. It takes minutes to serve only one passenger!<br />The food is horrible. There is a nice brochure with photos, but reality bites: first of all, they run out of good meals almost immediately! All that remains is stupid malaysian fried rice and somethig else, and both of them are SPICY!! I specifically asked a flight attendant about that and I was told it won&#39;t be spicy, but it appeared to be! My daughter could not eat it. All in all, we ended up buying our own food for the flight on the way back.<br />One more thing: they do not even serve free drinking water!!!! That was outrageous!!<br />Finally, the entertainment devices (tablets) which are for rent, it&#39;s a very limited amount, and it looks like it was only for pre-orders. This does not make sense as they have a brochure which clearly states that I can rent it on the fly!!<br /><br />Look, I know that you can&#39;t expect much from the low-coster, but Airasia seems way too outdated compared to modern mechanisms and client service. They need to improve if they want to compete with normal companies."
1,cheap airlines  with cheap customer service,"Never ever travel with them always trying to get some money out . while travelling from hyd, india to dps,bali they did not issue a single pnr and made me lose money as we need a tranist visa in malaysia even thought the official website says otherwise. the rude manager could have helped us out by clubbing the tickets but he said he dint have to check or call anyone, its not his job to please customers and he has other things to do .the only thing he kept repeating was we are cheap airlines and we do not have to do anything if you wanted better service you should have opted for other airlines.  along with me there were 6 other people who lost their money and had to book other airlines .I hope your company shuts down and you lose your job.<br />took a video of it and the manager was threatening to stop the video recording ."
2,Don&#39;t ever buy the AirAsia ASEAN Pass,"It&#39;s money down the drain. You cannot book any of the promised flights even though you are out months in advance. <br /><br />Also, AirAsia has a company policy of never refunding."
1,"Warning! Extremely bad experience, forced to buy extra tickets by the airline!","The airline (Airasia) did not let us check in, even though we spent 2 hours in a queue to do so. When only 45 minutes were remaining until the flight were to departure (sign on desk said you have to check in 45 minutes before departure), I forced my way to the counter (getting ahead of many waiting people)and told the woman that she must help us right away. She answers me: to late, no checking in. She also tells me to go to one servicedesk to get help (only one open, with lots of people in a queue there to). Arriving the servicedesk, lots of angry people stand there with the same issue, not only regarding &quot;my flight&quot; but for some other flights to. All the people have the same problem, some different flights but with the same airline. I did not get in this line, I pushed my way to the counter right away and said: emergency! Help right now! Still there is 35-40 minutes before departure. Personal answers me: to late, no check in, buy new ticket for another flight.<br />I get angry and say that I can take my baggage as handbaggage and border the plane (you are allowed to border 20 minutes before departure). There is still time to make it.<br />Personal says no and then refuse to answer my comments and questions, ignoring me completaly. I now rais my voice and demand help and the need to talk to the chief. <br />The chief arrives after 10-15 minutes. He tells me to calm down, step aside and that there is no need to raise my voice. He tells me that me and my children are not getting on the plane no matter what I do, but that he can help me buy new tickets (without the previous PROMO-deal I had) for another plane. Also he tells me that I have to pay a penaltyfee , but maybe he can arrange this part to our favour. I tell him crying that the reason I bought PROMO-tickets with an lowcost airline was because I do not have money for any other option. I also say that we have been at the airport all night long, waiting for 2 hours in a line and we told people when check in closes that we had to get help despite of the long lines initially in front of us still. -Why should I have to pay new tickets? We were in time, asked people for help right away when time was ending and also were ready to rum to board the plane with our bags as handbaggage -even though we paid for baggage drop.<br />The man said they had called out to passengers for this flight to contact counter and check in many times. I was there for 2 hours and did not hear this. Two other people next to me also agreed to not getting this information, but the man said there was.  <br />Finally I was forced to buy new tickets (paying the same trip two times), after having to loan money. The man now also said he would ONLY charge me the penaltyfee, which meant that people in the same sitution got different deals for this problem. Finally he wanted me to be greatful that he &quot;helped me&quot;. I was humiliated, mistreated, ruined, standing with my two children at the airport in Kuala Lumpur....were we were to celebrate my sons survival of severe cancer, doing a trip with the money we had to loan to be able to afford...leaving with this experience."
1,Extremely bad service !!,My flight from Banda Ache to Kuala Lumpur (only 1 hour flight) was 3 hours delaid and no one got any kind of information about that before 10 minutes to the original boarding time.. as a result I missed my flight to Singapore from KL and didn&#39;t have the time to fix a new way to get to Singapore... There was no help at all from AirAsia in Banda Ache because they told me it was a delay caused by KL. In KL I went to the AirAsia counter and there I got the message that they couldn&#39;t help me with anything because I apperantly didn&#39;t buy their stupid extra insurance... So my choice was to either buy a new ticket myself or figure out another way to get to Singapore. I ended up going with the nighttrain - really cheap and realy nice! And I will never fly with AirAsia again... ever...
1,Bad booking system ever,"Things are fine till you try to change anything. I&#39;m fine with non-refundable booking. But the system don&#39;t allow you to see final payment till last page and there&#39;s no warning whatsoever that I&#39;ll be charged &#39;double&#39;. <br /><br />In the end, you end up being forced to accept the change even though you still haven&#39;t finished with the payment. It&#39;s unacceptable.<br /><br />And now my booking is screwed if I don&#39;t proceed with that payment, everything is gone. Take what little money I have Airasia but know that I&#39;ll never booked with you again and so does my family and everyone I can convinced. Never more."
5,everyone can fly,thanks to airasia as i can always fly with their exciting promo!
5,Great prices indeed,"I&#39;ve flown with air asia several times and all of my experiences were good. What you pay is really what you get in this case as there are extra charges for food, beverage, luggage, seating choice etc. Be smart when going about booking your flight, make sure you choose and pay for all the above add-ons in advance so you pay less. Even after all that, I still managed to save a ton which made travelling on a budget possible."
3,Gets you what you want but a long way round to get it!,"I Booked a flight from BKK to YGN return recently through the internet from here in the UK (I already have my flights booked to BKK from LHR)<br /><br />Although they are sponsoring Queens Park Rangers in the UK and Air Asia&#39;s owner is a truly international figurehead with interests in F1 as well, I was very surprised that although some prices are quoted in pounds, you can&#39;t actually pay in pounds when booking flights in another country. I paid in Thai Baht.<br /> I understand that the airline is low cost but at every step you seem to take adds more money on. For instance they add insurance on to the price even if you have your own, you actually have to untick the box and when the box comes up and asks whether you really want to cancel it you have to click &#39;cancel&#39; instead of ok. This was a little underhand if you ask me. <br />You also have to unclick the option to reserve an actual seat if you don&#39;t want one (they make money on pre-booked seats as well) rather than click on a seat if you want to reserve one.<br />Also it seems impossible to actually find an e-mail address to write to if you have an issue, and although there is a contact number to ring I never did actually get through to a real human being to speak to.<br />However the prices were very good and very competitive and once you&#39;ve worked out how the website works it&#39;s not impossible to book up. I have heard they are an excellent low cost airline and am looking forward to writing a review once I have tested their &#39;product&#39; next year..."
